"2021-11-09 00:00:00","2021-11-10 00:00:00"
"2021-11-08 00:00:00","2021-11-09 00:00:00"
"2021-11-07 00:00:00","2021-11-08 00:00:00"
"2021-11-06 00:00:00","2021-11-07 00:00:00"
"2021-11-05 00:00:00","2021-11-06 00:00:00"
"2021-11-04 00:00:00","2021-11-05 00:00:00"
"2021-11-03 00:00:00","2021-11-04 00:00:00"
"2021-11-02 00:00:00","2021-11-03 00:00:00"
"2021-11-01 00:00:00","2021-11-02 00:00:00"
"2021-10-31 00:00:00","2021-11-01 00:00:00"
"2021-10-30 00:00:00","2021-10-31 00:00:00"
"2021-10-29 00:00:00","2021-10-30 00:00:00"
"2021-10-28 00:00:00","2021-10-29 00:00:00"
"2021-10-27 00:00:00","2021-10-28 00:00:00"
"2021-10-26 00:00:00","2021-10-27 00:00:00"
"2021-10-25 00:00:00","2021-10-26 00:00:00"
"2021-10-24 00:00:00","2021-10-25 00:00:00"
"2021-10-23 00:00:00","2021-10-24 00:00:00"
"2021-10-22 00:00:00","2021-10-23 00:00:00"
"2021-10-21 00:00:00","2021-10-22 00:00:00"
"2021-10-20 00:00:00","2021-10-21 00:00:00"
"2021-10-19 00:00:00","2021-10-20 00:00:00"
"2021-10-18 00:00:00","2021-10-19 00:00:00"
"2021-10-17 00:00:00","2021-10-18 00:00:00"
"2021-10-16 00:00:00","2021-10-17 00:00:00"
"2021-10-15 00:00:00","2021-10-16 00:00:00"
"2021-10-14 00:00:00","2021-10-15 00:00:00"
"2021-10-13 00:00:00","2021-10-14 00:00:00"
"2021-10-12 00:00:00","2021-10-13 00:00:00"
"2021-10-11 00:00:00","2021-10-12 00:00:00"
"2021-10-10 00:00:00","2021-10-11 00:00:00"
"2021-10-09 00:00:00","2021-10-10 00:00:00"
"2021-10-08 00:00:00","2021-10-09 00:00:00"
"2021-10-07 00:00:00","2021-10-08 00:00:00"
"2021-10-06 00:00:00","2021-10-07 00:00:00"
"2021-10-05 00:00:00","2021-10-06 00:00:00"
"2021-10-04 00:00:00","2021-10-05 00:00:00"
"2021-10-03 00:00:00","2021-10-04 00:00:00"
"2021-10-02 00:00:00","2021-10-03 00:00:00"
"2021-10-01 00:00:00","2021-10-02 00:00:00"
"2021-09-30 00:00:00","2021-10-01 00:00:00"
"2021-09-29 00:00:00","2021-09-30 00:00:00"
"2021-09-28 00:00:00","2021-09-29 00:00:00"
"2021-09-27 00:00:00","2021-09-28 00:00:00"
"2021-09-26 00:00:00","2021-09-27 00:00:00"
"2021-09-25 00:00:00","2021-09-26 00:00:00"
"2021-09-24 00:00:00","2021-09-25 00:00:00"
"2021-09-23 00:00:00","2021-09-24 00:00:00"
"2021-09-22 00:00:00","2021-09-23 00:00:00"
"2021-09-21 00:00:00","2021-09-22 00:00:00"
"2021-09-20 00:00:00","2021-09-21 00:00:00"
"2021-09-19 00:00:00","2021-09-20 00:00:00"
"2021-09-18 00:00:00","2021-09-19 00:00:00"
"2021-09-17 00:00:00","2021-09-18 00:00:00"
"2021-09-16 00:00:00","2021-09-17 00:00:00"
"2021-09-15 00:00:00","2021-09-16 00:00:00"
"2021-09-14 00:00:00","2021-09-15 00:00:00"
"2021-09-13 00:00:00","2021-09-14 00:00:00"
"2021-09-12 00:00:00","2021-09-13 00:00:00"
"2021-09-11 00:00:00","2021-09-12 00:00:00"
"2021-09-10 00:00:00","2021-09-11 00:00:00"
"2021-09-09 00:00:00","2021-09-10 00:00:00"
"2021-09-08 00:00:00","2021-09-09 00:00:00"
"2021-09-07 00:00:00","2021-09-08 00:00:00"
"2021-09-06 00:00:00","2021-09-07 00:00:00"
"2021-09-05 00:00:00","2021-09-06 00:00:00"
"2021-09-04 00:00:00","2021-09-05 00:00:00"
"2021-09-03 00:00:00","2021-09-04 00:00:00"
"2021-09-02 00:00:00","2021-09-03 00:00:00"
"2021-09-01 00:00:00","2021-09-02 00:00:00"
"2021-08-31 00:00:00","2021-09-01 00:00:00"
"2021-08-30 00:00:00","2021-08-31 00:00:00"
"2021-08-29 00:00:00","2021-08-30 00:00:00"
"2021-08-28 00:00:00","2021-08-29 00:00:00"
"2021-08-27 00:00:00","2021-08-28 00:00:00"
"2021-08-26 00:00:00","2021-08-27 00:00:00"
"2021-08-25 00:00:00","2021-08-26 00:00:00"
"2021-08-24 00:00:00","2021-08-25 00:00:00"
"2021-08-23 00:00:00","2021-08-24 00:00:00"
"2021-08-22 00:00:00","2021-08-23 00:00:00"
"2021-08-21 00:00:00","2021-08-22 00:00:00"
"2021-08-20 00:00:00","2021-08-21 00:00:00"
"2021-08-19 00:00:00","2021-08-20 00:00:00"
"2021-08-18 00:00:00","2021-08-19 00:00:00"
"2021-08-17 00:00:00","2021-08-18 00:00:00"
"2021-08-16 00:00:00","2021-08-17 00:00:00"
"2021-08-15 00:00:00","2021-08-16 00:00:00"
"2021-08-14 00:00:00","2021-08-15 00:00:00"
"2021-08-13 00:00:00","2021-08-14 00:00:00"
"2021-08-12 00:00:00","2021-08-13 00:00:00"
"2021-08-11 00:00:00","2021-08-12 00:00:00"
"2021-08-10 00:00:00","2021-08-11 00:00:00"
"2021-08-09 00:00:00","2021-08-10 00:00:00"
"2021-08-08 00:00:00","2021-08-09 00:00:00"
"2021-08-07 00:00:00","2021-08-08 00:00:00"
"2021-08-06 00:00:00","2021-08-07 00:00:00"
"2021-08-05 00:00:00","2021-08-06 00:00:00"
"2021-08-04 00:00:00","2021-08-05 00:00:00"
"2021-08-03 00:00:00","2021-08-04 00:00:00"
"2021-08-02 00:00:00","2021-08-03 00:00:00"
"2021-08-01 00:00:00","2021-08-02 00:00:00"
"2021-07-31 00:00:00","2021-08-01 00:00:00"
"2021-07-30 00:00:00","2021-07-31 00:00:00"
"2021-07-29 00:00:00","2021-07-30 00:00:00"
"2021-07-28 00:00:00","2021-07-29 00:00:00"
"2021-07-27 00:00:00","2021-07-28 00:00:00"
"2021-07-26 00:00:00","2021-07-27 00:00:00"
"2021-07-25 00:00:00","2021-07-26 00:00:00"
"2021-07-24 00:00:00","2021-07-25 00:00:00"
"2021-07-23 00:00:00","2021-07-24 00:00:00"
"2021-07-22 00:00:00","2021-07-23 00:00:00"
"2021-07-21 00:00:00","2021-07-22 00:00:00"
"2021-07-20 00:00:00","2021-07-21 00:00:00"
"2021-07-19 00:00:00","2021-07-20 00:00:00"
"2021-07-18 00:00:00","2021-07-19 00:00:00"
"2021-07-17 00:00:00","2021-07-18 00:00:00"
"2021-07-16 00:00:00","2021-07-17 00:00:00"
"2021-07-15 00:00:00","2021-07-16 00:00:00"
"2021-07-14 00:00:00","2021-07-15 00:00:00"
"2021-07-13 00:00:00","2021-07-14 00:00:00"
"2021-07-12 00:00:00","2021-07-13 00:00:00"
"2021-07-11 00:00:00","2021-07-12 00:00:00"
"2021-07-10 00:00:00","2021-07-11 00:00:00"
"2021-07-09 00:00:00","2021-07-10 00:00:00"
"2021-07-08 00:00:00","2021-07-09 00:00:00"
"2021-07-07 00:00:00","2021-07-08 00:00:00"
"2021-07-06 00:00:00","2021-07-07 00:00:00"
"2021-07-05 00:00:00","2021-07-06 00:00:00"
"2021-07-04 00:00:00","2021-07-05 00:00:00"
"2021-07-03 00:00:00","2021-07-04 00:00:00"
"2021-07-02 00:00:00","2021-07-03 00:00:00"
"2021-07-01 00:00:00","2021-07-02 00:00:00"
"2021-06-30 00:00:00","2021-07-01 00:00:00"
"2021-06-29 00:00:00","2021-06-30 00:00:00"
"2021-06-28 00:00:00","2021-06-29 00:00:00"
"2021-06-27 00:00:00","2021-06-28 00:00:00"
"2021-06-26 00:00:00","2021-06-27 00:00:00"
"2021-06-25 00:00:00","2021-06-26 00:00:00"
"2021-06-24 00:00:00","2021-06-25 00:00:00"
"2021-06-23 00:00:00","2021-06-24 00:00:00"
"2021-06-22 00:00:00","2021-06-23 00:00:00"
"2021-06-21 00:00:00","2021-06-22 00:00:00"
"2021-06-20 00:00:00","2021-06-21 00:00:00"
"2021-06-19 00:00:00","2021-06-20 00:00:00"
"2021-06-18 00:00:00","2021-06-19 00:00:00"
"2021-06-17 00:00:00","2021-06-18 00:00:00"
"2019-04-16 00:00:00","2019-04-17 00:00:00"
"2019-04-15 00:00:00","2019-04-16 00:00:00"
"2018-11-17 00:00:00","2018-11-18 00:00:00"
"2018-06-29 00:00:00","2018-06-30 00:00:00"
"2018-06-28 00:00:00","2018-06-29 00:00:00"
"2018-04-23 00:00:00","2018-04-24 00:00:00"
"2018-02-12 00:00:00","2018-02-13 00:00:00"
"2017-08-18 00:00:00","2017-08-19 00:00:00"
"2017-07-08 00:00:00","2017-07-09 00:00:00"
"2017-05-25 00:00:00","2017-05-26 00:00:00"
"2017-04-14 00:00:00","2017-04-15 00:00:00"
"2017-04-06 00:00:00","2017-04-07 00:00:00"
"2016-10-14 00:00:00","2016-10-15 00:00:00"
"2016-10-12 00:00:00","2016-10-13 00:00:00"
"2016-08-31 00:00:00","2016-09-01 00:00:00"
"2016-08-30 00:00:00","2016-08-31 00:00:00"
"2016-08-10 00:00:00","2016-08-11 00:00:00"
"2016-08-09 00:00:00","2016-08-10 00:00:00"
"2016-08-08 00:00:00","2016-08-09 00:00:00"
"2016-08-07 00:00:00","2016-08-08 00:00:00"
"2016-08-06 00:00:00","2016-08-07 00:00:00"
"2016-08-05 00:00:00","2016-08-06 00:00:00"
"2016-08-04 00:00:00","2016-08-05 00:00:00"
"2016-08-03 00:00:00","2016-08-04 00:00:00"
"2016-08-02 00:00:00","2016-08-03 00:00:00"
"2016-05-09 00:00:00","2016-05-10 00:00:00"
"2016-03-05 00:00:00","2016-03-06 00:00:00"
"2016-03-04 00:00:00","2016-03-05 00:00:00"
"2016-03-03 00:00:00","2016-03-04 00:00:00"
"2016-03-02 00:00:00","2016-03-03 00:00:00"
"2015-12-28 00:00:00","2015-12-29 00:00:00"
"2015-12-27 00:00:00","2015-12-28 00:00:00"
"2015-09-18 00:00:00","2015-09-19 00:00:00"
"2015-07-15 00:00:00","2015-07-16 00:00:00"
"2015-06-16 00:00:00","2015-06-17 00:00:00"
"2015-05-26 00:00:00","2015-05-27 00:00:00"
"2015-05-25 00:00:00","2015-05-26 00:00:00"
"2015-05-13 00:00:00","2015-05-14 00:00:00"
"2015-04-23 00:00:00","2015-04-24 00:00:00"
"2015-04-01 00:00:00","2015-04-02 00:00:00"
"2015-03-24 00:00:00","2015-03-25 00:00:00"
"2015-02-13 00:00:00","2015-02-14 00:00:00"
"2015-01-01 00:00:00","2015-01-02 00:00:00"
"2014-12-02 00:00:00","2014-12-03 00:00:00"
"2014-11-07 00:00:00","2014-11-08 00:00:00"
"2014-11-06 00:00:00","2014-11-07 00:00:00"
"2014-11-05 00:00:00","2014-11-06 00:00:00"
"2014-10-01 00:00:00","2014-10-02 00:00:00"
"2014-09-29 00:00:00","2014-09-30 00:00:00"
"2014-03-19 00:00:00","2014-03-20 00:00:00"
"2013-12-30 00:00:00","2013-12-31 00:00:00"
"2013-12-27 00:00:00","2013-12-28 00:00:00"
"2013-12-23 00:00:00","2013-12-24 00:00:00"
"2013-12-22 00:00:00","2013-12-23 00:00:00"
"2013-12-21 00:00:00","2013-12-22 00:00:00"
"2013-12-16 00:00:00","2013-12-17 00:00:00"
"2013-12-15 00:00:00","2013-12-16 00:00:00"
"2013-12-14 00:00:00","2013-12-15 00:00:00"
"2013-12-13 00:00:00","2013-12-14 00:00:00"
"2013-12-12 00:00:00","2013-12-13 00:00:00"
"2013-11-19 00:00:00","2013-11-20 00:00:00"
"2013-11-17 00:00:00","2013-11-18 00:00:00"
"2013-11-10 00:00:00","2013-11-11 00:00:00"
"2013-11-09 00:00:00","2013-11-10 00:00:00"
"2013-11-07 00:00:00","2013-11-08 00:00:00"
"2013-11-06 00:00:00","2013-11-07 00:00:00"
"2013-11-05 00:00:00","2013-11-06 00:00:00"
"2013-11-04 00:00:00","2013-11-05 00:00:00"
"2013-11-01 00:00:00","2013-11-02 00:00:00"
"2013-10-31 00:00:00","2013-11-01 00:00:00"
"2013-10-30 00:00:00","2013-10-31 00:00:00"
"2013-10-29 00:00:00","2013-10-30 00:00:00"
"2013-10-28 00:00:00","2013-10-29 00:00:00"
"2013-09-26 00:00:00","2013-09-27 00:00:00"
"2013-09-19 00:00:00","2013-09-20 00:00:00"
"2013-09-16 00:00:00","2013-09-17 00:00:00"
"2013-09-15 00:00:00","2013-09-16 00:00:00"
"2013-09-14 00:00:00","2013-09-15 00:00:00"
"2013-09-13 00:00:00","2013-09-14 00:00:00"
"2013-09-12 00:00:00","2013-09-13 00:00:00"
"2013-09-11 00:00:00","2013-09-12 00:00:00"
"2013-09-08 00:00:00","2013-09-09 00:00:00"
"2013-08-25 00:00:00","2013-08-26 00:00:00"
"2013-08-21 00:00:00","2013-08-22 00:00:00"
"2013-08-16 00:00:00","2013-08-17 00:00:00"
"2013-08-15 00:00:00","2013-08-16 00:00:00"
"2013-08-05 00:00:00","2013-08-06 00:00:00"
"2013-08-03 00:00:00","2013-08-04 00:00:00"
"2013-08-02 00:00:00","2013-08-03 00:00:00"
"2013-08-01 00:00:00","2013-08-02 00:00:00"
"2013-07-30 00:00:00","2013-07-31 00:00:00"
"2013-07-29 00:00:00","2013-07-30 00:00:00"
"2013-07-28 00:00:00","2013-07-29 00:00:00"
"2013-07-27 00:00:00","2013-07-28 00:00:00"
"2013-07-13 00:00:00","2013-07-14 00:00:00"
"2013-07-11 00:00:00","2013-07-12 00:00:00"
"2013-06-29 00:00:00","2013-06-30 00:00:00"
"2013-05-29 00:00:00","2013-05-30 00:00:00"
"2013-05-14 00:00:00","2013-05-15 00:00:00"
"2013-05-12 00:00:00","2013-05-13 00:00:00"
"2013-05-11 00:00:00","2013-05-12 00:00:00"
"2013-05-10 00:00:00","2013-05-11 00:00:00"
"2013-05-03 00:00:00","2013-05-04 00:00:00"
"2013-04-21 00:00:00","2013-04-22 00:00:00"
"2013-04-17 00:00:00","2013-04-18 00:00:00"
"2013-04-07 00:00:00","2013-04-08 00:00:00"
"2013-03-01 00:00:00","2013-03-02 00:00:00"
"2012-12-24 00:00:00","2012-12-25 00:00:00"
"2012-11-05 00:00:00","2012-11-06 00:00:00"
"2012-11-04 00:00:00","2012-11-05 00:00:00"
"2012-09-05 00:00:00","2012-09-06 00:00:00"
"2012-09-04 00:00:00","2012-09-05 00:00:00"
"2012-08-21 00:00:00","2012-08-22 00:00:00"
"2012-08-07 00:00:00","2012-08-08 00:00:00"
"2012-08-06 00:00:00","2012-08-07 00:00:00"
"2012-07-11 00:00:00","2012-07-12 00:00:00"
"2012-07-06 00:00:00","2012-07-07 00:00:00"
"2012-07-05 00:00:00","2012-07-06 00:00:00"
"2012-06-28 00:00:00","2012-06-29 00:00:00"
"2012-06-05 00:00:00","2012-06-06 00:00:00"
"2012-05-31 00:00:00","2012-06-01 00:00:00"
"2012-05-25 00:00:00","2012-05-26 00:00:00"
"2012-05-24 00:00:00","2012-05-25 00:00:00"
"2012-04-03 00:00:00","2012-04-04 00:00:00"
"2012-04-02 00:00:00","2012-04-03 00:00:00"
"2012-04-01 00:00:00","2012-04-02 00:00:00"
"2012-03-30 00:00:00","2012-03-31 00:00:00"
"2012-03-26 00:00:00","2012-03-27 00:00:00"
"2012-03-18 00:00:00","2012-03-19 00:00:00"
"2012-03-13 00:00:00","2012-03-14 00:00:00"
"2012-03-10 00:00:00","2012-03-11 00:00:00"
"2012-03-09 00:00:00","2012-03-10 00:00:00"
"2012-03-04 00:00:00","2012-03-05 00:00:00"
"2012-02-29 00:00:00","2012-03-01 00:00:00"
"2012-02-27 00:00:00","2012-02-28 00:00:00"
"2012-02-26 00:00:00","2012-02-27 00:00:00"
"2012-01-30 00:00:00","2012-01-31 00:00:00"
"2012-01-29 00:00:00","2012-01-30 00:00:00"
"2012-01-28 00:00:00","2012-01-29 00:00:00"
"2012-01-18 00:00:00","2012-01-19 00:00:00"
"2011-12-15 00:00:00","2011-12-16 00:00:00"
"2011-12-02 00:00:00","2011-12-03 00:00:00"
"2011-11-17 00:00:00","2011-11-18 00:00:00"
"2011-11-04 00:00:00","2011-11-05 00:00:00"
"2011-10-30 00:00:00","2011-10-31 00:00:00"
"2011-10-27 00:00:00","2011-10-28 00:00:00"
"2011-10-23 00:00:00","2011-10-24 00:00:00"
"2011-10-07 00:00:00","2011-10-08 00:00:00"
"2011-10-05 00:00:00","2011-10-06 00:00:00"
"2011-10-04 00:00:00","2011-10-05 00:00:00"
"2011-06-29 00:00:00","2011-06-30 00:00:00"
"2011-06-28 00:00:00","2011-06-29 00:00:00"
"2011-06-27 00:00:00","2011-06-28 00:00:00"
"2011-06-26 00:00:00","2011-06-27 00:00:00"
"2011-06-25 00:00:00","2011-06-26 00:00:00"
"2011-06-24 00:00:00","2011-06-25 00:00:00"
"2011-06-23 00:00:00","2011-06-24 00:00:00"
"2011-06-22 00:00:00","2011-06-23 00:00:00"
"2011-06-21 00:00:00","2011-06-22 00:00:00"
"2011-06-20 00:00:00","2011-06-21 00:00:00"
"2011-06-19 00:00:00","2011-06-20 00:00:00"
"2011-06-18 00:00:00","2011-06-19 00:00:00"
"2011-06-17 00:00:00","2011-06-18 00:00:00"
"2011-06-16 00:00:00","2011-06-17 00:00:00"
"2011-06-15 00:00:00","2011-06-16 00:00:00"
"2011-06-14 00:00:00","2011-06-15 00:00:00"
"2011-06-13 00:00:00","2011-06-14 00:00:00"
"2011-06-12 00:00:00","2011-06-13 00:00:00"
"2011-06-11 00:00:00","2011-06-12 00:00:00"
"2011-06-10 00:00:00","2011-06-11 00:00:00"
"2011-06-09 00:00:00","2011-06-10 00:00:00"
"2011-06-08 00:00:00","2011-06-09 00:00:00"
"2011-06-07 00:00:00","2011-06-08 00:00:00"
"2011-06-06 00:00:00","2011-06-07 00:00:00"
"2011-06-05 00:00:00","2011-06-06 00:00:00"
"2011-06-04 00:00:00","2011-06-05 00:00:00"
"2011-06-03 00:00:00","2011-06-04 00:00:00"
"2011-06-02 00:00:00","2011-06-03 00:00:00"
"2011-06-01 00:00:00","2011-06-02 00:00:00"
"2011-05-19 00:00:00","2011-05-20 00:00:00"
"2011-04-14 00:00:00","2011-04-15 00:00:00"
"2011-04-13 00:00:00","2011-04-14 00:00:00"
"2011-04-03 00:00:00","2011-04-04 00:00:00"
"2011-03-23 00:00:00","2011-03-24 00:00:00"
"2011-03-11 00:00:00","2011-03-12 00:00:00"
"2011-02-24 00:00:00","2011-02-25 00:00:00"
"2011-02-22 00:00:00","2011-02-23 00:00:00"
"2011-02-21 00:00:00","2011-02-22 00:00:00"
"2011-02-19 00:00:00","2011-02-20 00:00:00"
"2011-02-17 00:00:00","2011-02-18 00:00:00"
"2011-02-16 00:00:00","2011-02-17 00:00:00"
"2011-02-06 00:00:00","2011-02-07 00:00:00"
"2011-02-05 00:00:00","2011-02-06 00:00:00"
"2011-01-27 00:00:00","2011-01-28 00:00:00"
"2011-01-26 00:00:00","2011-01-27 00:00:00"
"2011-01-18 00:00:00","2011-01-19 00:00:00"
"2011-01-17 00:00:00","2011-01-18 00:00:00"
"2011-01-16 00:00:00","2011-01-17 00:00:00"
"2011-01-15 00:00:00","2011-01-16 00:00:00"
"2011-01-14 00:00:00","2011-01-15 00:00:00"
"2011-01-12 00:00:00","2011-01-13 00:00:00"
"2011-01-11 00:00:00","2011-01-12 00:00:00"
"2011-01-10 00:00:00","2011-01-11 00:00:00"
"2010-12-27 00:00:00","2010-12-28 00:00:00"
"2010-12-26 00:00:00","2010-12-27 00:00:00"
"2010-12-25 00:00:00","2010-12-26 00:00:00"
"2010-12-24 00:00:00","2010-12-25 00:00:00"
"2010-12-23 00:00:00","2010-12-24 00:00:00"
"2010-12-22 00:00:00","2010-12-23 00:00:00"
"2010-12-21 00:00:00","2010-12-22 00:00:00"
"2010-12-20 00:00:00","2010-12-21 00:00:00"
"2010-12-19 00:00:00","2010-12-20 00:00:00"
"2010-12-17 00:00:00","2010-12-18 00:00:00"
"2010-12-13 00:00:00","2010-12-14 00:00:00"
"2010-12-09 00:00:00","2010-12-10 00:00:00"
"2010-12-08 00:00:00","2010-12-09 00:00:00"
"2010-12-04 00:00:00","2010-12-05 00:00:00"
"2010-12-03 00:00:00","2010-12-04 00:00:00"
"2010-12-02 00:00:00","2010-12-03 00:00:00"
"2010-12-01 00:00:00","2010-12-02 00:00:00"
"2010-11-30 00:00:00","2010-12-01 00:00:00"
"2010-11-29 00:00:00","2010-11-30 00:00:00"
"2010-11-28 00:00:00","2010-11-29 00:00:00"
"2010-11-27 00:00:00","2010-11-28 00:00:00"
"2010-11-21 00:00:00","2010-11-22 00:00:00"
"2010-11-20 00:00:00","2010-11-21 00:00:00"
"2010-11-19 00:00:00","2010-11-20 00:00:00"
"2010-11-18 00:00:00","2010-11-19 00:00:00"
"2010-11-17 00:00:00","2010-11-18 00:00:00"
"2010-11-15 00:00:00","2010-11-16 00:00:00"
"2010-11-14 00:00:00","2010-11-15 00:00:00"
"2010-11-13 00:00:00","2010-11-14 00:00:00"
"2010-11-12 00:00:00","2010-11-13 00:00:00"
"2010-11-11 00:00:00","2010-11-12 00:00:00"
"2010-11-05 00:00:00","2010-11-06 00:00:00"
"2010-11-04 00:00:00","2010-11-05 00:00:00"
"2010-11-01 00:00:00","2010-11-02 00:00:00"
"2010-10-31 00:00:00","2010-11-01 00:00:00"
"2010-10-30 00:00:00","2010-10-31 00:00:00"
"2010-10-29 00:00:00","2010-10-30 00:00:00"
"2010-10-28 00:00:00","2010-10-29 00:00:00"
"2010-10-27 00:00:00","2010-10-28 00:00:00"
"2010-10-26 00:00:00","2010-10-27 00:00:00"
"2010-10-22 00:00:00","2010-10-23 00:00:00"
"2010-10-21 00:00:00","2010-10-22 00:00:00"
"2010-10-20 00:00:00","2010-10-21 00:00:00"
"2010-10-19 00:00:00","2010-10-20 00:00:00"
"2010-10-18 00:00:00","2010-10-19 00:00:00"
"2010-10-17 00:00:00","2010-10-18 00:00:00"
"2010-10-16 00:00:00","2010-10-17 00:00:00"
"2010-10-15 00:00:00","2010-10-16 00:00:00"
"2010-10-12 00:00:00","2010-10-13 00:00:00"
"2010-10-11 00:00:00","2010-10-12 00:00:00"
"2010-10-10 00:00:00","2010-10-11 00:00:00"
"2010-10-09 00:00:00","2010-10-10 00:00:00"
"2010-10-08 00:00:00","2010-10-09 00:00:00"
"2010-10-07 00:00:00","2010-10-08 00:00:00"
"2010-10-06 00:00:00","2010-10-07 00:00:00"
"2010-10-05 00:00:00","2010-10-06 00:00:00"
"2010-10-04 00:00:00","2010-10-05 00:00:00"
"2010-10-03 00:00:00","2010-10-04 00:00:00"
"2010-10-01 00:00:00","2010-10-02 00:00:00"
"2010-09-30 00:00:00","2010-10-01 00:00:00"
"2010-09-29 00:00:00","2010-09-30 00:00:00"
"2010-09-28 00:00:00","2010-09-29 00:00:00"
"2010-09-27 00:00:00","2010-09-28 00:00:00"
"2010-09-26 00:00:00","2010-09-27 00:00:00"
"2010-09-25 00:00:00","2010-09-26 00:00:00"
"2010-09-24 00:00:00","2010-09-25 00:00:00"
"2010-09-23 00:00:00","2010-09-24 00:00:00"
"2010-09-22 00:00:00","2010-09-23 00:00:00"
"2010-09-21 00:00:00","2010-09-22 00:00:00"
"2010-09-18 00:00:00","2010-09-19 00:00:00"
"2010-09-17 00:00:00","2010-09-18 00:00:00"
"2010-09-16 00:00:00","2010-09-17 00:00:00"
"2010-09-15 00:00:00","2010-09-16 00:00:00"
"2010-09-14 00:00:00","2010-09-15 00:00:00"
"2010-09-13 00:00:00","2010-09-14 00:00:00"
"2010-09-12 00:00:00","2010-09-13 00:00:00"
"2010-09-11 00:00:00","2010-09-12 00:00:00"
"2010-09-10 00:00:00","2010-09-11 00:00:00"
"2010-09-09 00:00:00","2010-09-10 00:00:00"
"2010-09-06 00:00:00","2010-09-07 00:00:00"
"2010-09-05 00:00:00","2010-09-06 00:00:00"
"2010-09-04 00:00:00","2010-09-05 00:00:00"
"2010-09-03 00:00:00","2010-09-04 00:00:00"
"2010-09-02 00:00:00","2010-09-03 00:00:00"
"2010-09-01 00:00:00","2010-09-02 00:00:00"
"2010-08-30 00:00:00","2010-08-31 00:00:00"
"2010-08-29 00:00:00","2010-08-30 00:00:00"
"2010-08-28 00:00:00","2010-08-29 00:00:00"
"2010-08-25 00:00:00","2010-08-26 00:00:00"
"2010-08-22 00:00:00","2010-08-23 00:00:00"
"2010-08-14 00:00:00","2010-08-15 00:00:00"
"2010-08-13 00:00:00","2010-08-14 00:00:00"
"2010-08-11 00:00:00","2010-08-12 00:00:00"
"2010-07-31 00:00:00","2010-08-01 00:00:00"
"2010-07-30 00:00:00","2010-07-31 00:00:00"
"2010-07-29 00:00:00","2010-07-30 00:00:00"
"2010-07-28 00:00:00","2010-07-29 00:00:00"
"2010-07-27 00:00:00","2010-07-28 00:00:00"
"2010-07-26 00:00:00","2010-07-27 00:00:00"
"2010-07-25 00:00:00","2010-07-26 00:00:00"
"2010-07-24 00:00:00","2010-07-25 00:00:00"
"2010-07-23 00:00:00","2010-07-24 00:00:00"
"2010-07-22 00:00:00","2010-07-23 00:00:00"
"2010-07-21 00:00:00","2010-07-22 00:00:00"
"2010-07-20 00:00:00","2010-07-21 00:00:00"
"2010-07-19 00:00:00","2010-07-20 00:00:00"
"2010-07-18 00:00:00","2010-07-19 00:00:00"
"2010-07-17 00:00:00","2010-07-18 00:00:00"
"2010-07-16 00:00:00","2010-07-17 00:00:00"
"2010-07-15 00:00:00","2010-07-16 00:00:00"
"2010-07-14 00:00:00","2010-07-15 00:00:00"
"2010-07-13 00:00:00","2010-07-14 00:00:00"
"2010-07-12 00:00:00","2010-07-13 00:00:00"
"2010-07-11 00:00:00","2010-07-12 00:00:00"
"2010-07-06 00:00:00","2010-07-07 00:00:00"
"2010-07-05 00:00:00","2010-07-06 00:00:00"
"2010-07-04 00:00:00","2010-07-05 00:00:00"
"2010-07-03 00:00:00","2010-07-04 00:00:00"
"2010-07-02 00:00:00","2010-07-03 00:00:00"
"2010-07-01 00:00:00","2010-07-02 00:00:00"
"2010-06-30 00:00:00","2010-07-01 00:00:00"
"2010-06-29 00:00:00","2010-06-30 00:00:00"
"2010-06-28 00:00:00","2010-06-29 00:00:00"
"2010-06-27 00:00:00","2010-06-28 00:00:00"
"2010-06-26 00:00:00","2010-06-27 00:00:00"
"2010-06-25 00:00:00","2010-06-26 00:00:00"
"2010-06-24 00:00:00","2010-06-25 00:00:00"
"2010-06-22 00:00:00","2010-06-23 00:00:00"
"2010-06-21 00:00:00","2010-06-22 00:00:00"
"2010-06-20 00:00:00","2010-06-21 00:00:00"
"2010-06-19 00:00:00","2010-06-20 00:00:00"
"2010-06-18 00:00:00","2010-06-19 00:00:00"
"2010-06-17 00:00:00","2010-06-18 00:00:00"
"2010-06-16 00:00:00","2010-06-17 00:00:00"
"2010-06-15 00:00:00","2010-06-16 00:00:00"
"2010-06-14 00:00:00","2010-06-15 00:00:00"
"2010-06-13 00:00:00","2010-06-14 00:00:00"
"2010-06-12 00:00:00","2010-06-13 00:00:00"
"2010-06-11 00:00:00","2010-06-12 00:00:00"
"2010-06-10 00:00:00","2010-06-11 00:00:00"
"2010-06-09 00:00:00","2010-06-10 00:00:00"
"2010-06-08 00:00:00","2010-06-09 00:00:00"
"2010-06-07 00:00:00","2010-06-08 00:00:00"
"2010-06-06 00:00:00","2010-06-07 00:00:00"
"2010-06-05 00:00:00","2010-06-06 00:00:00"
"2010-06-04 00:00:00","2010-06-05 00:00:00"
"2010-06-03 00:00:00","2010-06-04 00:00:00"
"2010-06-02 00:00:00","2010-06-03 00:00:00"
,
